City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
641,Port-Cartier,CA,71.82,overcast clouds,50.0334,-66.8654,Le Q'Artier
643,Bontang,ID,75.24,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
644,Bohuslav,UA,68.36,overcast clouds,49.5494,30.8744,Садиба «Квітуча»
645,Pemba,MZ,75.9,scattered clouds,-12.974,40.5178,Guesthouse Samotina
646,Nago,JP,79.23,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
647,Bambanglipuro,ID,74.91,overcast clouds,-7.95,110.2833,Puri Brata
650,Pontecorvo,IT,80.98,light rain,41.4616,13.6667,Hotel Ristorante Liolà
651,Kuah,MY,78.78,few clouds,6.3265,99.8432,Azio Hotel
652,North Platte,US,73.29,overcast clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
655,Rabaul,PG,78.19,overcast clouds,-4.1967,152.1721,Rabaul Hotel
656,Ishurdi,BD,80.85,light rain,24.1333,89.0833,Rafiur Rahman
659,Sagua La Grande,CU,83.39,scattered clouds,22.8067,-80.0756,Hotel Telégrafo
661,Deoli,IN,82.29,light rain,25.75,75.3833,HOTEL DWARKA PALACE
663,Kharp,RU,66.99,clear sky,66.8014,65.8081,"Hotel ""Sob"""
664,Movileni,RO,79.65,broken clouds,44.3667,24.65,La Bercani
667,Bajah,YE,79.16,moderate rain,13.8141,44.6301,باجة
670,Algiers,DZ,80.42,clear sky,36.7525,3.042,Sofitel Algiers Hamma Garden
671,Ishigaki,JP,84.33,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
672,Kita,ML,81.63,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
673,Mbini,GQ,76.24,scattered clouds,1.574,9.6134,
676,Stettler,CA,78.55,clear sky,52.3168,-112.7186,Ramada by Wyndham Stettler
677,Vila Do Maio,CV,84.99,broken clouds,15.1333,-23.2167,Hotel Marilu
678,Kijang,KR,83.93,overcast clouds,35.2442,129.2139,Samyang Beach Villa
680,Kamenica,DE,69.96,broken clouds,50.8333,12.9167,Biendo Hotel
682,Camacha,PT,69.22,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
683,Panlaitan,PH,78.49,overcast clouds,12.1191,119.8486,SOUTH BEACH
684,Kahului,US,84.22,few clouds,20.8947,-156.47,Maui Seaside Hotel
687,Kandrian,PG,76.44,scattered clouds,-6.2167,149.55,Kandrian Station
688,Nyrob,RU,69.62,broken clouds,60.733,56.7202,Gostinitsa
689,Kamaishi,JP,73.24,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
693,Vanimo,PG,76.69,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
695,Garissa,KE,74.91,clear sky,-0.4536,39.6401,Sharif Plaza Hotel
696,Noumea,NC,75.0,clear sky,-22.2763,166.4572,Hôtel Le Lagon
